tempat,jenis,banyak_kekerasan,banyak_korban,usia,hubungan_pelaku,label
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,tetangga,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,remaja,lainnya,2
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,tetangga,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,suami/istri,0
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
rumah-tangga,seksual,1,1,dewasa,majikan,2
